0,2018-7-05 17:15,6月21日，作为四家高返平台之一的联璧金融，被经侦以涉嫌非法吸收公众存款立案调查，疑似爆雷。随后，与联璧金融开展合作的斐讯0元购产品也步入风口浪尖。两者之间，以营销模式为切口，斐讯通过“0元购“噱头销售产品，而联璧金融则负责资金运作。联璧金融“爆雷”，购买斐讯产品等待返现收益的投资者一同踩雷。据网友爆料，不少消费者把矛盾直指销售斐讯产品的电商平台，京东。据@老徐时评爆料，一封消费者被骗的请愿书甚至出现在白宫的页面上。内容中提到斐讯以0元购的活动在京东平台销售其远高于成本价的商品，并承诺通过联璧金融返还资金。[0元购牵出的数百亿P2P理财]《经鉴》（微信id：jingjian_news）注意到，该请愿书于2018年6月30日创建，距今已经过去5天，10万人请愿目标，显示目前已有49446人签名，参与度接近一半。事实上，近期，有网友爆出京东似乎曾一度屏蔽了“斐讯”关键字，在京东电商平台搜索不到斐讯的任何产品。目前，《经鉴》（微信id：jingjian_news）注意到，斐讯多款路由器在京东重新上架，但均显示无货。0元、返现等字样，也全部消失。斐讯路由器和联璧之间有一个“嫁接”。据媒体报道，通过参与“0元购斐讯路由器”活动，投资者以399元一个的价格去京东商城购买斐讯K2路由器，此后可以凭借每个路由器上的K码，将K码输入联璧金融APP礼包兑换口，就能激活K码换取399元理财存款。这笔存款，在规定的日期后可提现。若用户花费1399元购买K3C路由器，则将分为12期分期返还。第一期返还价值420元，后续11期每期为89元。也就是说，投资者不用花一分钱，就能换回一个免费的路由器。斐讯和联璧金融的营销模式，确实吸引了众多投资者。凭借这一“套路”，斐讯路由器在6·18期间斩获颇丰。据斐讯官网的数据，仅“6·18”期间（6月1日-18日），斐讯就实现了7.1亿元总销售额和72.2万台产品总销量。6月18日当天，斐讯京东旗舰店的销售额突破了1.7亿元，产品销量突破16万台，并一举夺得了“京东智能穿戴品牌销售额第一、京东智能家居品牌销售额第一、京东数码配件品牌销售额第一、京东音箱品类斐讯阵营品牌销售额第一”等数个排行榜榜首的位置。值得关注的是，京东或有意对斐讯销售的产品“推波助澜”。《经鉴》（微信id：jingjian_news）注意到，早在2016年，京东金融疑似和斐讯进行推广合作。在昔日的宣传，京东和斐讯携手开启了0元购路由器活动，并由京东白条提供免息支持。在京东官网搜索“斐讯”，多款路由器产品显示带有“京东自营字样”。而京东，也是目前仍在支持0元购的电商平台。于是，通过购买斐讯路由器，下载和使用联璧金融APP的消费者越来越多，而消费者也就顺理成章成为了联璧金融理财产品的投资者，直至联璧金融出现兑付和提现危机。借此，我们大致可以梳理出联璧金融和斐讯的商业模式：斐讯以0元购的概念售卖产品，并将资金交由联璧金融运营。作为P2P平台，联璧金融亦借此吸引了众多消费者购买理财产品。而京东，则成为了斐讯产品销售的主要平台。实际上，据媒体报道，这些认购时价格399元、499元、699元、799元、1399元、1999元的路由器，成本价不足百元。换言之，通过0元购，联璧金融吸引消费者购买P2P理财产品的获客成本极低。而当P2P出现兑付和提现危机之时，投资者变成了“受害者“。根据媒体报道，截至2018年6月，斐讯产品的销量总计超过百万台，数亿元资金牵涉其中，购买联璧金融理财产品的金额则多得多。[京东仍有0元购产品在售]经鉴（微信id：jingjian_news）注意到，斐讯路由器重新上架，但显示无货。而在京东电商平台，仍有0元购类似产品在售。其中，一款名为“陪行者T5胎压监测系统”的产品，在京东售价499元，并打着“下单499元返499元”的旗号，此价格仅限购一次。如何返现呢？在京东该产品销售页面，明确提出了返现规则：投资者可选择购买5000元或10000元的理财产品，在1个月之后或3个月之后提现，届时不仅可以获得起初购买产品花费的499元，还能获得收益。简单来说，消费者要免费获得产品，必须掏5000元或10000元买理财，否则不予返现。《经鉴》查阅发现，陪行者与斐讯路由器的套路几乎如出一辙。资料显示，陪行者胎压监测系统的主体为汶佳源科技（深圳）有限公司，设立于2014年9月，注册资本100万元。与深圳汶佳源公司合作的理财平台为安润金融。安润金融平台是由安润金融信息服务（北京）有限公司管理运营的网络借贷信息中介平台，是北京市网贷行业协会创始会员单位和中国互联网金融协会创始会员单位。在京东，陪行者胎压监测系统的购买评价超过300条，目前该产品仍可以正常购买，在多个地区均显示有货供应。
1,7月9日 15:19 ,陌上殇蘫57176,#天价路由#, #联璧斐讯#
30,7月9日 08:40 ,静水hi,小萌萌哒-_-,本金回来就好 
31,7月9日 08:21 ,Cxm小妖,安卓网, @第一新闻 @公安部刑侦局@每日经济新闻 @央视新闻 
32,7月9日 07:47 ,用户5692903580,,为什么相关执法部门还没公布处理进度，心急如焚！ 
33,7月9日 07:24 ,安哲1250689842,,斐讯还我血汗钱 
34,7月9日 07:02 ,衣服你特,#联璧斐讯#,斐讯不死，欠款不还.誓不罢休 
35,7月9日 06:47 ,甜酒心先生,甜酒心先生, #天价路由# #联璧斐讯# 请关注，这个案件不同于其他p2p平台，是实业平台，可能存包庇现象，官网证据说是松江经侦保官，但一直被修改，望查明真相 
36,7月9日 06:36 ,为弱者撑起一片天,,江西就连一个小小的处级干部袁和庚都管不了？高安人民究竟还有什么活头？为什么地方的法律就是为领导干部袁和庚服务的？难道领导干部袁和庚就可以草菅人命弄虚作假欺压百姓的？难道领导干部袁和庚就可以滥用职权以权压人为所欲为的？难道领导干部袁和庚就是国家的法律这对咱们普通老百姓公平吗？ 
37,7月9日 03:16 ,小尤甜心·,,别贪小便宜 嗯嗯 
38,7月9日 00:50 ,3夕夕,,人傻钱多 
39,7月9日 00:44 ,和你一起_笑看风云,感谢你让我心动, 还特么哈尔滨的，回家问问你爹妈，站着说话不腰疼啥意思，不过看你要么是没爹妈，要么是野爹妈，有人生没人养吧？ 
40,7月9日 00:39 ,和你一起_笑看风云,感谢你让我心动, 哪他吗来的，留个名就滚了？ 
41,7月9日 00:38 ,离开是幸福,,日子没法活了全部身家在里面 
42,7月9日 00:17 ,罗懿熙,#联璧斐讯#, #天价路由# 京东我讨厌你٩(๑`ȏ´๑)۶ 
43,7月8日 23:31 ,笑傲浆糊_2016,,转发微博 
44,7月8日 23:14 ,用户6523199024,,关键是她们团队的人给我放狠话了 她说你有本事去告我们呀 把我们公司告死 你不去告你全家死光光 请问我去啥地方能把她们告了 谁能管 
45,7月8日 23:11 ,用户6523199024,,广州妆后集团向日葵🌻团队欺诈诱骗传销组织谁能治理她们别在害其她人了 微信群里有大部分是她们的同伙  ​​​ 
46,7月8日 23:10 ,愤怒的女人300,,希望 政府出面 给我们老百姓申冤 我们的钱都是血汗钱呀 心痛 
47,7月8日 23:01 ,啊科83489,#天价路由#, #联璧斐讯# #我的中国梦# 上海斐讯，还我血汗钱，上海斐讯不得好死。 
48,7月9日 19:02 ,手机用户2364839283,#联璧斐讯#,1.联璧是斐讯公司旗下公司，由斐讯公司担保兜底，并通过京东，移动等引流诱导广大投资者投资；2.经侦大队，国资委，区政府对当地纳税大户斐讯公司包庇；3.我们联璧投资人是由于“三导”造成联璧投资并产生损失（政策引导、官员诱导、媒体误导），我们是真正的受害者！#天价路由# #焦点访谈# 
49,7月9日 18:58 ,小白兔咸菜,#匪讯诈骗#, #天价路由# #联璧斐讯# 其心可诛！！京东脱不了干系 
50,7月9日 18:56 ,用户6590603795,,京东你坑了我们数百万老百姓，害得我们身无分文，、有的妻离子散、有的甚至家破人亡。难道这就你想要的结果吗？如果不是在你京东上买0元购路由器，我怎么会弄的一无所有，最为你的用户，真心感到心寒，你让我们80、90的以后还怎么展望未来，对社会充满正义之心。赶紧归我们受害者血汗钱、养老钱救命钱 
51,7月9日 18:53 ,流星雨81861,是小鹿啊,斐讯太坑人了 
52,7月9日 18:51 ,清水621,,斐讯联壁还我血汗钱！ 
53,7月9日 18:51 ,日日身体健康,#天价路由#, #联璧斐讯# 
54,7月9日 18:47 ,星野瑾,利木花的雨,.京东害了很多人啊，到现在还继续沉默，没责任心 
55,7月9日 18:47 ,利木花的雨,Xiannv20134,等zf给你公告，不知道要等到什么时候，已经3个星期了，屁公告都没有，我对我们的zf有点失望了，企业没有担当，zf也没有。 
56,7月9日 18:36 ,华华82632,,麻烦新浪新闻帮我们置顶，让斐讯给我们一个合理的说法，让上海松江给我们一个公告 
57,7月9日 18:18 ,用户batn52uigj,#联璧斐讯#, 15起码有3年 起初明目张胆在页面写着零元购！后来就慢慢撤掉零元购字眼。温水煮青蛙一样的，把用户的信赖从京东转移到斐讯，最后就是害了所有在京东购买的人，包括苏宁，联通都是有销售这种k码产品。 
58,7月9日 18:06 ,单身情歌14194,#联璧斐讯#, #天价路由# #天价路由器# 斐讯诈骗还我血汗钱！ 
59,7月9日 18:05 ,单身情歌14194,#联璧斐讯#, #天价路由# #天价路由器# 斐讯诈骗还我血汗钱，不良商家不得好死！ 
60,7月9日 17:42 ,凡人一枚1999,,不需要了就是非法集资了，哪里可说理？ 
61,7月9日 16:57 ,落叶心72060,#天价路由#, #联璧斐讯# #匪讯诈骗# 京东请担起你的责任 
62,7月9日 16:48 ,_巴拉森,#联璧斐讯#,#天价路由##匪讯诈骗# 斐讯联璧事件，跟其他跑路暴雷的平台都不一样， 电商大平台京东苏宁及三大运营商营业厅大力做推广，斐讯不遗余力的培育联璧做大吸收大量存款为自己日益膨胀的资本需求输血，有组织有预谋地切割联璧公然欺诈，涉案金额惊人，须坚决予以打击，杜绝此类新型诈骗模式案件发生 
63,7月9日 16:43 ,若在这里,等风8420,#联璧斐讯# 还我中国梦 
64,7月9日 15:41 ,哭泣的泪1314,是小鹿啊,诈骗诈骗犯该死！ 
65,7月9日 15:39 ,画心10,是小鹿啊,@公安部刑侦局 @公安部打四黑除四害 @人民日报 请党和中央可以看到我们！#我的中国梦# #天价路由# #联璧斐讯# 
66,7月9日 15:19 ,陌上殇蘫57176,#天价路由#, #联璧斐讯#
67,7月9日 15:16 ,卡的梦一,,严查到底 
68,7月9日 14:56 ,马小超_轩,,请国家彻查斐讯，坑害老百姓血汗钱！！！ 
69,7月9日 14:31 ,龙腾天下VIP,#天价路由器#, #天价路由# #联璧斐讯# #联璧金融# #联璧斐讯涉嫌自融诈骗# 斐讯太作孽了 
70,7月9日 14:31 ,斐讯联壁诈骗huiyeji,,京东斐讯坑害了多少老百姓，天天睡不着觉，还我们血汗钱 
71,7月9日 14:17 ,Xx_Z_c_0,#天价路由#, #匪讯诈骗# #联璧斐讯# #联璧金融# #斐讯联璧合伙诈骗# #接盘侠骏合# @老徐时评 @焦点访谈 @中国政府网 @人民日报  @凤凰新闻资讯台 @CCTV焦点访谈 @法律界网站 @新京报 @崔永元 @央视新闻 @央视财经 @央视主持岩松 @公安部刑侦局 @财经郎眼  @郎咸平 没有人管我们 上海已经把事情压住了 
72,7月9日 14:17 ,Xx_Z_c_0,老徐时评, @焦点访谈 @中国政府网 @人民日报  #@凤凰新闻资讯 台#@CCTV焦点访谈 @法律界网站 @新京报 @崔永元 @央视新闻 @央视财经 @央视主持 岩松#@公安部刑侦局 @财经郎眼  @郎咸平 
73,7月9日 14:10 ,用户5508120194,,各种引导，骗大家的血汗钱，恳求相关部门查清，还大家血汗钱 
74,7月9日 14:09 ,用户5508120194,,京东移动联通电信广电都涉嫌引导消费，马云爸爸早就看出了猫腻，直接禁止斐讯上架。 
75,7月9日 14:08 ,斐我联壁必死无疑,#天价路由#, #联璧斐讯# #我的中国梦# 打倒上海滩诈骗集团 
76,7月9日 14:08 ,用户5255344424,,老百姓的血汗钱就这样不明不白的没了一辈子的积蓄该找谁负责 
77,7月9日 14:06 ,用户5508120194,,0元购，一夜之间倾家荡产，斐讯还我血汗😓钱，不然我拿命跟你们拼了 
78,7月9日 14:05 ,京东斐讯联璧受害者,#天价路由#, #斐讯联璧诈骗# 斐讯联璧诈骗还我血汗钱 
79,7月9日 13:35 ,二月的水瓶宝宝2037,,主流网络媒体都这样误导消费者，你对供货商不审核的吗，合作伙伴就要共同承担责任 
80,7月9日 13:18 ,微笑面对-1981,是小鹿啊,请关注联壁，斐讯案件。全国几百万受害者 
81,7月9日 13:14 ,安娜的裙角,粉红色的粉,#联璧斐讯# #天价路由# 
82,7月9日 13:07 ,受害者958,,谁为受害者负责！ 
83,7月9日 13:07 ,枫叶飘舞_1212,#匪讯诈骗#, #联壁斐讯# #焦点访谈# #联璧金融# 还我血汗钱 
84,7月9日 13:07 ,无耻斐讯,,刘强东是不是应该出面解释下 
85,7月9日 13:06 ,亲爱翠花_长春,#我的中国梦#, #天价路由# #联璧斐讯#
86,7月9日 13:05 ,朝霞190,,联壁斐讯勾结，暗度陈仓侵吞了百姓的血汗钱！ 
87,7月9日 12:05 ,东方娃娃鱼,#联璧斐讯#,#天价路由##匪讯诈骗# 斐讯联璧事件，跟其他跑路暴雷的平台都不一样， 电商大平台京东苏宁及三大运营商营业厅大力做推广，斐讯不遗余力的培育联璧做大吸收大量存款为自己日益膨胀的资本需求输血，有组织有预谋地切割联璧公然欺诈，涉案金额惊人，须坚决予以打击，杜绝此类新型诈骗模式案件发生 
88,7月9日 11:50 ,翔庆,,有一个负责的态度 才是挽回的根本 
89,7月9日 11:34 ,笨笨的七彩鱼,,那是老百姓的血汗钱，永不罢休！敢于贪占的人会付出沉重的代价！！！ 
90,7月9日 11:32 ,用户6144502984,,被坑死了，没法过了 
91,7月9日 10:54 ,烦烦烦的烦心事,,上海的警察都在干些什么呢？这么多群众都自发去门口堵住了，他们呢？破案的进度没有，所有的信息都没有出来，让我这些人等着干着急，不去你门口堵着你能给我们一个结果嘛，光吃饭不做事啊，这种警官上海还留的下 
92,7月9日 10:12 ,傲慢偏执兔先森,#联璧斐讯#, #天价路由# #匪讯诈骗# #焦点访谈# #我的中国梦#
93,7月9日 09:18 ,天降正义8,#联璧斐讯#,#天价路由#  ￼网页链接 上海松江公安包庇斐讯，不作为，蛇鼠一窝，已经引起民愤！ 
94,7月9日 09:04 ,水果猪小风,,我现在也很绝望 想报警都不知道去哪我也不是上海的！ 
95,7月9日 08:40 ,静水hi,小萌萌哒-_-,本金回来就好 
96,7月9日 08:21 ,Cxm小妖,安卓网, @第一新闻 @公安部刑侦局@每日经济新闻 @央视新闻 
97,7月9日 07:47 ,用户5692903580,,为什么相关执法部门还没公布处理进度，心急如焚！ 
98,7月9日 07:24 ,安哲1250689842,,斐讯还我血汗钱 
99,7月9日 07:02 ,衣服你特,#联璧斐讯#,斐讯不死，欠款不还.誓不罢休 
100,7月9日 06:47 ,甜酒心先生,甜酒心先生, #天价路由# #联璧斐讯# 请关注，这个案件不同于其他p2p平台，是实业平台，可能存包庇现象，官网证据说是松江经侦保官，但一直被修改，望查明真相 
101,7月9日 06:36 ,为弱者撑起一片天,,江西就连一个小小的处级干部袁和庚都管不了？高安人民究竟还有什么活头？为什么地方的法律就是为领导干部袁和庚服务的？难道领导干部袁和庚就可以草菅人命弄虚作假欺压百姓的？难道领导干部袁和庚就可以滥用职权以权压人为所欲为的？难道领导干部袁和庚就是国家的法律这对咱们普通老百姓公平吗？ 
102,7月9日 03:16 ,小尤甜心·,,别贪小便宜 嗯嗯 
103,7月9日 00:50 ,3夕夕,,人傻钱多 
104,7月9日 00:44 ,和你一起_笑看风云,感谢你让我心动, 还特么哈尔滨的，回家问问你爹妈，站着说话不腰疼啥意思，不过看你要么是没爹妈，要么是野爹妈，有人生没人养吧？ 
105,7月9日 00:39 ,和你一起_笑看风云,感谢你让我心动, 哪他吗来的，留个名就滚了？ 
106,7月9日 00:38 ,离开是幸福,,日子没法活了全部身家在里面 
107,7月9日 00:17 ,罗懿熙,#联璧斐讯#, #天价路由# 京东我讨厌你٩(๑`ȏ´๑)۶ 
108,7月8日 23:31 ,笑傲浆糊_2016,,转发微博 
109,7月8日 23:14 ,用户6523199024,,关键是她们团队的人给我放狠话了 她说你有本事去告我们呀 把我们公司告死 你不去告你全家死光光 请问我去啥地方能把她们告了 谁能管 
110,7月8日 23:11 ,用户6523199024,,广州妆后集团向日葵🌻团队欺诈诱骗传销组织谁能治理她们别在害其她人了 微信群里有大部分是她们的同伙  ​​​ 
111,7月8日 23:10 ,愤怒的女人300,,希望 政府出面 给我们老百姓申冤 我们的钱都是血汗钱呀 心痛 
112,7月8日 23:01 ,啊科83489,#天价路由#, #联璧斐讯# #我的中国梦# 上海斐讯，还我血汗钱，上海斐讯不得好死。 
113,7月8日 22:37 ,京东-匪讯-宋江区设局诈骗,,京东-斐讯-上海松江国资委联手设局诈骗民众血汗钱 
114,7月8日 22:31 ,半夏两生花66,是小鹿啊,京东，斐讯骗子，垃圾 
115,7月8日 22:23 ,梦梅小小,用户1501154800,对，国美跟斐讯合作卖体脂称，路由器，空气净化器，害苦了一帮弟兄姐妹儿！月月有任务，月月逼任务，完不成自己买，买就套进去了！这是谁之过，在国美挣点钱容易吗？发的工资不够月月刷单的，为了完任务把家人的血汗钱又存进联壁金融取不出来，我都快神经了，马上就要爆发了！ 
116,7月8日 22:20 ,Girl冰清玉洁,,斐讯大骗子！谁能来为百姓申冤来整治斐讯这个诈骗犯！ 
117,7月8日 22:19 ,手机用户2364839283,#联璧斐讯#,1.联璧是斐讯公司旗下公司，由斐讯公司担保兜底，并通过京东，移动等引流诱导广大投资者投资；2.经侦大队，国资委，区政府对当地纳税大户斐讯公司包庇；3.我们联璧投资人是由于“三导”造成联璧投资并产生损失（政策引导、官员诱导、媒体误导），我们是真正的受害者！#天价路由# #焦点访谈# 
118,7月8日 22:14 ,淘宝领倦伽薇hbv8899,#我的中国梦#, #联璧斐讯# #天价路由# 斐讯联璧诈骗老百姓血汗钱，京东提供平台助纣为孽，只会鼓励说有300万人成功返现，没有半点风险提醒，只会为自己的利益出发，说白了就是增加他自己的白条用户注册量，增加交易量现金流，京东这么没有社会责任， 出了事这么没有担当，这样的企业怎么走远？ 
119,7月8日 22:11 ,小道士11402,#联璧斐讯#, #天价路由# #匪讯诈骗# 大家评论时都带上话题啊！！！！ 
120,7月8日 22:06 ,秋风_CV,利木花的雨,维权斗争到底 
121,7月8日 22:04 ,巴拉巴拉9873,警民直通车-上海,  @上海经侦ECID @警民直通车-松江 //@等风8420斐讯丢失了上百万消费者的信任！如果可以，请站出来为联璧金融受害者负责！ 
122,7月8日 22:03 ,用户6586747565,是小鹿啊,我们的联壁APP就是在电信，联通办宽带的时候推荐给我们的，如果没有电信联通的推荐，没有斐讯参与其中谁会知道什么联壁 
123,7月8日 21:59 ,联璧斐讯维权123,#联璧斐讯#,#天价路由# #匪讯诈骗# #我的中国梦# #焦点访谈# 
124,7月8日 21:59 ,斐讯还我血汗钱,#我的中国梦#, #天价路由# #联璧斐讯# #联璧金融# 有责任的媒体 
125,7月8日 21:42 ,用户6185678434,#天价路由#,#斐讯联璧#这么多天感觉像行尸走肉一样生不如死，不明白自己的血汗钱就这么被骗子掠夺了，而且投诉无门，到处像踢皮球一样。 
126,7月8日 21:25 ,过客叫姐姐,#天价路由#, #天价路由[超话]# 
127,7月8日 21:23 ,画心10,画心10,我们只是要回我们应得的血汗钱。#我的中国梦# #天价路由# #联璧斐讯# @公安部刑侦局 @公安部打四黑除四害 @陈士渠 
128,7月8日 21:15 ,用户6475423247,#我的中国梦#, #天价路由# #联璧斐讯# #联璧金融# #联璧斐讯匪训诈骗# 旧社会的土匪也没有这么猖獗，现在想想这个社会，明明被人家把钱洗走了，却投诉无门，难道这个世道就是骗子不可耻，可耻的是你被骗了吗？中国的脊梁应该是一群具有正义感的侠士撑起的，不是一些经济流氓犯的天下! 
